Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Meal_Type,Water_Intake (ml),Sodium (mg) (g),Cholesterol (mg) (g),Protein (g) per 100kcal,Fat (g) per 100kcal,Carbohydrates (g) per 100kcal,Fiber (g) per 100kcal,PCA1,PCA2,Cluster,Protein (g)_risk,Fiber (g)_risk
Poached Egg (1 large),Protein,72,6.3,0.4,4.8,0.0,0.4,Breakfast,0,0.14,0.185,8.75,6.666666666666667,0.5555555555555556,0.0,0.1267765673868165,-2.4273643972938674,1,1,1
Canadian Bacon (2 slices),Protein/Meat,80,12.0,1.0,3.0,0.0,1.0,Breakfast,0,0.65,0.04,15.0,3.75,1.25,0.0,0.1386140788380231,-1.571909942736412,1,1,1
Eggs Benedict (1 serving),Meal/Protein,600,16.75,30.0,40.0,3.0,4.0,Breakfast,250,1.1,0.45,2.7916666666666665,6.666666666666667,5.0,0.5,8.493140220924126,-4.6099554845618815,0,0,1
Hollandaise Sauce (2 tbsp),Condiment,110,1.0,0.5,12.0,0.0,0.2,Breakfast,0,0.15,0.05,0.9090909090909092,10.909090909090908,0.4545454545454545,0.0,-0.6594679316522915,-1.223370267924669,1,1,1
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,5.0,6.0,14.0,2.0,2.0,Snack,0,0.35,0.03,3.125,8.75,3.75,1.25,0.4217377873860204,-0.8051813853691318,1,1,1
Tortilla Chips (1 oz),Snack/Processed,140,2.0,19.0,7.0,2.0,0.5,Snack,0,0.12,0.0,1.4285714285714286,5.0,13.571428571428571,1.4285714285714286,-0.4470454674455313,0.1270302542690698,1,1,1
Chicken Kebab (2 skewers),Meal/Meat,280,16.75,8.0,14.0,3.0,4.0,Dinner,250,0.5,0.085,5.982142857142858,5.0,2.857142857142857,1.0714285714285714,2.412498290170156,-1.4679431757999877,0,0,1
Bell Peppers & Onions (sautéed),Vegetable,60,1.5,10.0,2.0,3.0,6.0,Dinner,0,0.03,0.0,2.5,3.333333333333333,16.666666666666664,5.0,-1.097997819953907,0.5287755781963926,1,1,1
Hummus Wrap (large),Meal/Vegetarian,450,15.0,60.0,18.0,12.0,5.0,Lunch,500,0.8,0.0,3.333333333333333,4.0,13.333333333333334,2.666666666666667,5.227212781773504,1.9008314276139688,0,1,0
Kombucha (1 cup),Beverage,30,0.0,7.0,0.0,0.0,6.0,Snack,240,0.01,0.0,0.0,0.0,23.33333333333333,0.0,-1.91362133590094,0.1974768158200782,1,1,1
Beef Stroganoff (1.5 cups),Meal/Pasta,550,16.75,40.0,28.0,4.0,6.0,Dinner,0,0.9,0.1,3.0454545454545454,5.090909090909091,7.272727272727272,0.7272727272727273,5.461688807785968,-0.7237570832026575,0,0,1
Egg Noodles (1 cup cooked),Grain,220,8.0,40.0,3.0,2.0,2.0,Dinner,0,0.02,0.05,3.636363636363636,1.3636363636363635,18.181818181818183,0.9090909090909092,0.7084437999672101,0.3826977976671062,2,1,1
Cottage Cheese (1 cup low fat),Dairy,160,16.75,6.0,2.5,0.0,4.0,Lunch,250,0.82,0.01,10.46875,1.5625,3.75,0.0,0.8631416660407079,-1.1713710960538075,1,0,1
Tomato (1 medium sliced),Vegetable,22,1.1,4.8,0.2,1.5,3.2,Lunch,0,0.006,0.0,5.0,0.9090909090909092,21.818181818181817,6.8181818181818175,-1.7265783170138234,0.0336905254210812,1,1,1
Black Pepper (1 tsp),Condiment,6,0.2,1.5,0.1,0.6,0.0,Lunch,0,0.0,0.0,3.333333333333333,1.6666666666666667,25.0,10.0,-2.08867646923905,-0.3802208563653898,1,1,1
Chocolate Pudding (1/2 cup),Dessert,150,2.0,28.0,4.0,2.0,22.0,Snack,0,0.13,0.002,1.3333333333333337,2.666666666666667,18.666666666666668,1.3333333333333337,-0.097652261398049,2.105127350758582,2,1,1
Mackerel (3oz cooked),Protein/Fish,175,16.0,0.0,12.0,0.0,0.0,Dinner,0,0.075,0.065,9.142857142857142,6.857142857142858,0.0,0.0,0.5983421911506804,-1.9734452385994763,1,1,1
Collard Greens (1 cup cooked),Vegetable,60,5.0,10.0,1.0,7.0,1.0,Dinner,0,0.04,0.0,8.333333333333332,1.6666666666666667,16.666666666666664,11.666666666666666,-0.3876147889176741,0.4739142788160106,2,1,1
Ham (3oz deli sliced),Protein/Meat,110,16.0,2.0,4.0,0.0,1.5,Lunch,0,0.95,0.045,14.545454545454543,3.636363636363636,1.818181818181818,0.0,1.0084108852641231,-1.8658068170242177,1,1,1
Swiss Cheese (1 slice),Dairy,106,7.6,1.0,8.0,0.0,0.4,Lunch,0,0.054,0.026,7.169811320754717,7.547169811320755,0.9433962264150944,0.0,-0.6857106506982874,-1.1426048612953883,1,1,1
Rye Bread (1 slice),Grain,83,2.7,15.5,1.1,1.9,1.2,Lunch,0,0.17,0.0,3.253012048192772,1.3253012048192772,18.67469879518072,2.289156626506024,-0.9015666455350572,0.1201893032509149,1,1,1
Potato Leek Soup (1 cup),Meal/Vegetable,180,4.0,25.0,7.0,3.0,4.0,Lunch,250,0.65,0.015,2.2222222222222223,3.888888888888889,13.88888888888889,1.6666666666666667,0.9058428990264488,0.2596328247081274,2,1,1
Brie Cheese (1 oz),Dairy,95,6.0,0.1,7.9,0.0,0.1,Snack,0,0.178,0.028,6.315789473684211,8.31578947368421,0.1052631578947368,0.0,-0.6910382338952218,-1.1992463129215103,1,1,1
Water Cracker (5 crackers),Grain/Processed,70,1.5,12.0,1.5,0.5,0.0,Snack,0,0.15,0.0,2.142857142857143,2.142857142857143,17.142857142857142,0.7142857142857143,-1.3181485214974833,-0.1954879726279317,1,1,1
Grapefruit (1/2 medium),Fruit,52,1.1,13.2,0.2,2.0,8.5,Breakfast,0,0.0,0.0,2.1153846153846154,0.3846153846153846,25.384615384615383,3.8461538461538463,-1.3255250122041815,0.7736046785754415,1,1,1
Veggie Straws (1 oz),Snack/Processed,130,1.0,17.0,7.0,1.0,1.0,Snack,0,0.22,0.0,0.7692307692307693,5.384615384615385,13.076923076923078,0.7692307692307693,-0.6004074910488931,-0.0182769756079348,1,1,1
Fish Tacos (2 tacos),Meal/Fish,420,16.75,40.0,18.0,6.0,5.0,Dinner,500,0.7,0.06,3.9880952380952377,4.285714285714286,9.523809523809524,1.4285714285714286,4.268193152460148,0.0362195943745749,0,0,1
Cabbage Slaw (side),Vegetable,60,1.0,8.0,3.0,2.0,5.0,Dinner,0,0.12,0.005,1.6666666666666667,5.0,13.333333333333334,3.333333333333333,-1.1289703384091463,0.1900940983490609,1,1,1
Lime (juice of 1),Condiment,11,0.2,3.7,0.0,0.4,0.7,Dinner,0,0.001,0.0,1.8181818181818183,0.0,33.63636363636363,3.6363636363636367,-2.049608145578218,-0.2774000882529583,1,1,1
Beer (12 oz light),Beverage,103,0.9,5.8,0.0,0.0,0.3,Snack,355,0.01,0.0,0.8737864077669903,0.0,5.631067961165048,0.0,-1.6984852140338544,-0.2834298241653832,1,1,1
Danish (Cheese 1 medium),Dessert,340,7.0,38.0,18.0,2.0,16.0,Breakfast,250,0.3,0.055,2.0588235294117645,5.294117647058823,11.176470588235295,0.5882352941176471,2.305299546852564,0.9686913349652438,2,1,1
Kefir (Plain 1 cup),Beverage/Dairy,104,10.0,10.0,2.5,0.0,9.0,Breakfast,240,0.1,0.01,9.615384615384617,2.403846153846154,9.615384615384617,0.0,-0.5631676668118891,-0.0677969328122725,1,1,1
Gnocchi (1 cup),Meal/Pasta,210,4.5,45.0,1.5,3.0,2.0,Dinner,0,0.48,0.0,2.142857142857143,0.7142857142857143,21.428571428571427,1.4285714285714286,0.8423576887147352,1.0507745082353372,2,1,1
Pesto Sauce (1/4 cup),Condiment,260,5.0,4.0,26.0,2.0,1.0,Dinner,0,0.55,0.005,1.9230769230769231,10.0,1.5384615384615383,0.7692307692307693,1.3892319020062736,-1.0598927826700726,2,1,1
Pine Nuts (1 tbsp),Nut,95,2.0,2.0,10.0,0.5,0.5,Dinner,0,0.0,0.0,2.1052631578947367,10.526315789473683,2.1052631578947367,0.5263157894736842,-1.1651463438882967,-0.6090083794839037,1,1,1
Chai Latte (12 oz),Beverage,190,7.0,32.0,4.0,1.0,30.0,Snack,355,0.105,0.015,3.684210526315789,2.1052631578947367,16.842105263157894,0.5263157894736842,0.4785494755607946,2.4268182985393283,2,1,1
Manicotti (2 shells cheese),Meal/Pasta,380,16.75,35.0,18.0,4.0,7.0,Dinner,0,0.65,0.06,4.407894736842105,4.736842105263158,9.210526315789473,1.0526315789473684,3.708616104570481,-0.1915782702305677,0,0,1
Italian Sausage (1 link),Protein/Meat,200,12.0,3.0,16.0,0.0,1.0,Dinner,0,0.55,0.05,6.0,8.0,1.5,0.0,1.177442562270226,-1.8003486582639696,1,1,1
Jicama (1 cup sticks),Vegetable,46,0.9,10.6,0.1,5.8,2.1,Snack,0,0.005,0.0,1.956521739130435,0.217391304347826,23.043478260869566,12.608695652173912,-0.9532057245055262,0.6479707721527657,1,1,1
Chili Powder (1 tsp),Condiment,8,0.3,1.4,0.4,0.9,0.2,Snack,0,0.01,0.0,3.75,5.0,17.5,11.25,-2.004821101900617,-0.3484113530701518,1,1,1
Ants on a Log (4 pcs),Snack,180,6.0,12.0,12.0,3.0,7.0,Snack,250,0.12,0.0,3.333333333333333,6.666666666666667,6.666666666666667,1.6666666666666667,0.28771099365228,0.2488764092265894,2,1,1
Split Pea Soup (1 cup),Meal/Legume,180,11.0,30.0,2.0,10.0,6.0,Lunch,250,0.7,0.005,6.111111111111111,1.1111111111111112,16.666666666666664,5.555555555555555,2.2503816025827144,1.2491937244690214,2,1,0
Ham & Cheese Croissant,Meal/Processed,400,15.0,35.0,22.0,2.0,6.0,Breakfast,250,0.75,0.06,3.75,5.5,8.75,0.5,3.688099237759362,-0.5527365729405025,0,1,1
Espresso (double shot),Beverage,5,0.5,0.0,0.1,0.0,0.0,Breakfast,60,0.001,0.0,10.0,2.0,0.0,0.0,-2.185616024717169,-0.5100297554291554,1,1,1
Ricotta Cheese (1/4 cup),Dairy,85,5.5,2.5,6.0,0.0,1.0,Dinner,0,0.05,0.024,6.470588235294119,7.0588235294117645,2.941176470588235,0.0,-0.9832499196611272,-0.9021735344001264,1,1,1
Chicken & Rice Soup (1 can),Meal/Processed,130,7.0,18.0,3.0,2.0,2.0,Lunch,250,0.85,0.015,5.384615384615385,2.307692307692308,13.846153846153848,1.5384615384615383,0.6888729754755792,-0.376193325957923,2,1,1
Salt (1/4 tsp),Condiment,0,0.0,0.0,0.0,0.0,0.0,Dinner,0,0.58,0.0,,,,,-1.5100045512917448,-0.7506199606749977,1,1,1
Guava,Fruit,68,2.6,14.3,0.9,5.4,8.9,Snack,0,0.003,0.0,3.823529411764706,1.3235294117647058,21.029411764705884,7.941176470588236,-0.6224182973870964,1.1547262211752192,2,1,1
Club Sandwich,Meal/Processed,580,16.75,40.0,30.0,5.0,7.0,Lunch,500,1.3,0.095,2.8879310344827585,5.172413793103448,6.896551724137931,0.8620689655172413,6.286940489995589,-0.7044939849455243,0,0,1
Pickle (1 whole dill),Vegetable,17,0.8,3.7,0.2,1.5,1.7,Snack,0,1.2,0.0,4.705882352941177,1.1764705882352942,21.764705882352946,8.823529411764707,-0.2948354398395794,-0.6458177684726807,1,1,1
Turkey Chili (1 cup),Meal/Meat,250,16.75,25.0,7.0,8.0,6.0,Dinner,250,0.75,0.05,6.7,2.8000000000000003,10.0,3.2,3.1204955692733725,0.1228453323350231,0,0,1
Sour Cream (2 tbsp),Condiment/Dairy,60,0.8,1.3,5.8,0.0,0.8,Dinner,0,0.025,0.012,1.3333333333333337,9.666666666666666,2.166666666666667,0.0,-1.545385639245114,-0.6430109684222123,1,1,1
Shredded Cheese (Cheddar 1/4 cup),Dairy,115,7.0,1.0,9.5,0.0,0.5,Dinner,0,0.18,0.03,6.086956521739131,8.26086956521739,0.8695652173913043,0.0,-0.4342535440325711,-1.230818693448035,1,1,1
Matcha Latte (12 oz),Beverage,180,6.0,28.0,5.0,2.0,25.0,Snack,355,0.09,0.02,3.333333333333333,2.7777777777777777,15.555555555555555,1.1111111111111112,0.4390166580703281,2.0158916486810194,2,1,1
Chocolate Donut (1 medium),Dessert,300,4.0,35.0,17.0,2.0,18.0,Breakfast,0,0.23,0.02,1.3333333333333337,5.666666666666666,11.666666666666666,0.6666666666666667,1.5460416725938473,1.4931170483748588,2,1,1
Tuna Melt,Meal/Processed,450,16.75,32.0,25.0,3.0,4.0,Lunch,250,0.9,0.05,3.722222222222222,5.555555555555555,7.111111111111111,0.6666666666666667,4.3044736422527965,-0.7915968754005488,0,0,1
Apple Cider (1 cup),Beverage,117,0.1,29.0,0.3,0.5,27.0,Snack,240,0.01,0.0,0.0854700854700854,0.2564102564102564,24.786324786324787,0.4273504273504274,-0.8234332865946912,2.572015788238257,2,1,1
Beef Burrito (large),Meal/Processed,650,16.75,70.0,28.0,10.0,5.0,Dinner,500,1.4,0.07,2.576923076923077,4.307692307692308,10.76923076923077,1.5384615384615383,7.684419501736106,0.8938492145989546,0,0,0
Pico de Gallo (1/4 cup),Condiment,15,0.5,3.0,0.0,1.0,2.0,Dinner,0,0.2,0.0,3.333333333333333,0.0,20.0,6.666666666666667,-1.678619883217493,-0.2319172017851149,1,1,1
Corn Tortilla (1 medium),Grain,52,1.4,11.2,0.7,1.5,0.2,Dinner,0,0.004,0.0,2.692307692307692,1.346153846153846,21.538461538461537,2.8846153846153846,-1.4839652321871877,-0.0081371847036357,1,1,1
Mussels (3oz steamed),Protein/Seafood,146,16.75,6.0,4.0,0.0,0.0,Dinner,0,0.31,0.048,11.472602739726028,2.73972602739726,4.10958904109589,0.0,0.4582994888443492,-1.6086381356973742,1,0,1
White Wine Sauce (1/4 cup),Condiment,80,1.0,4.0,6.0,0.5,2.0,Dinner,0,0.3,0.005,1.25,7.5,5.0,0.625,-1.0133846057993785,-0.4798496214590759,1,1,1
French Bread (2 slices),Grain,180,6.0,36.0,1.0,2.0,2.0,Dinner,0,0.38,0.0,3.333333333333333,0.5555555555555556,20.0,1.1111111111111112,0.3659990280204433,0.6344840956751832,2,1,1
Blackberries (1 cup),Fruit,62,2.0,13.8,0.7,7.6,4.9,Snack,0,0.001,0.0,3.225806451612903,1.129032258064516,22.258064516129032,12.258064516129032,-0.4448513596252537,1.1161956168173794,2,1,1
Cheese Danish,Dessert,340,7.0,38.0,18.0,2.0,16.0,Breakfast,250,0.3,0.055,2.0588235294117645,5.294117647058823,11.176470588235295,0.5882352941176471,2.305299546852564,0.9686913349652438,2,1,1
Chicken Salad Sandwich,Meal/Processed,420,16.75,35.0,20.0,3.0,5.0,Lunch,250,0.85,0.06,3.9880952380952377,4.761904761904762,8.333333333333332,0.7142857142857143,4.031888428622244,-0.5800787106483444,0,0,1
Soyrizo (2 oz),Protein/Vegetarian,140,10.0,6.0,9.0,3.0,2.0,Breakfast,0,0.45,0.0,7.142857142857142,6.428571428571428,4.285714285714286,2.142857142857143,0.5150109961818743,-0.59171658796249,1,1,1
Hash Browns (1 cup),Vegetable,330,3.0,38.0,19.0,3.0,1.0,Breakfast,0,0.55,0.0,0.9090909090909092,5.757575757575758,11.515151515151516,0.9090909090909092,1.9498850898863604,0.4342918308162847,2,1,1
Ketchup (1 packet),Condiment,10,0.1,2.5,0.0,0.1,2.0,Breakfast,0,0.09,0.0,1.0,0.0,25.0,1.0,-1.9994170769337989,-0.286189500623799,1,1,1
Philly Cheesesteak (6 inch),Meal/Processed,500,16.75,40.0,28.0,3.0,5.0,Lunch,500,1.1,0.07,3.35,5.6000000000000005,8.0,0.6,5.1907583318260775,-0.7748041412092357,0,0,1
Cheese Whiz (2 tbsp),Condiment/Processed,90,4.0,3.0,7.0,0.0,2.0,Lunch,0,0.54,0.02,4.444444444444445,7.777777777777778,3.333333333333333,0.0,-0.4061436403474223,-0.9542049449138188,1,1,1
Onions (sautéed 1/4 cup),Vegetable,30,0.5,5.0,1.0,1.0,3.0,Lunch,0,0.005,0.0,1.6666666666666667,3.333333333333333,16.666666666666664,3.333333333333333,-1.7711635532082908,-0.0216929031028507,1,1,1
Raspberries (1 cup),Fruit,64,1.5,14.7,0.8,8.0,5.4,Snack,0,0.001,0.0,2.34375,1.25,22.96875,12.5,-0.3870308399896953,1.2489495521932383,2,1,1
Cheesy Grits (1 cup),Meal/Grain,210,6.0,34.0,6.0,2.0,1.0,Breakfast,0,0.55,0.02,2.857142857142857,2.857142857142857,16.19047619047619,0.9523809523809524,1.015343805233986,0.1460230554292502,2,1,1
Collard Greens (with ham hock),Vegetable,180,10.0,15.0,9.0,8.0,3.0,Dinner,0,0.6,0.03,5.555555555555555,5.0,8.333333333333332,4.444444444444445,1.9460042319542168,0.0373327113600417,2,1,1
Fried Okra (1 cup),Vegetable,220,4.0,25.0,12.0,5.0,3.0,Dinner,0,0.45,0.01,1.818181818181818,5.454545454545454,11.363636363636363,2.272727272727273,1.2738323896384351,0.4476164081456453,2,1,1
Sweet Tea (16 oz),Beverage,180,0.0,46.0,0.0,0.0,46.0,Lunch,473,0.015,0.0,0.0,0.0,25.555555555555557,0.0,-0.1200922544859272,4.532843969760304,2,1,1
Gyro (1 sandwich),Meal/Meat,600,16.75,55.0,30.0,5.0,6.0,Dinner,250,1.2,0.08,2.7916666666666665,5.0,9.166666666666666,0.8333333333333334,6.427380534049203,-0.1347734501704162,0,0,1
Pita Bread (White 1 large),Grain,220,7.0,45.0,2.0,2.0,2.0,Dinner,0,0.44,0.0,3.1818181818181817,0.9090909090909092,20.454545454545457,0.9090909090909092,0.8840285913490614,0.8369819312385125,2,1,1
Tzatziki Sauce (2 tbsp),Condiment,30,1.5,2.0,2.0,0.0,1.5,Dinner,0,0.1,0.005,5.0,6.666666666666667,6.666666666666667,0.0,-1.7180121820863994,-0.4974362957185126,1,1,1
Baklava (1 piece),Dessert,280,3.0,30.0,18.0,2.0,20.0,Snack,0,0.08,0.01,1.0714285714285714,6.428571428571428,10.714285714285714,0.7142857142857143,1.120819559698444,1.655160949158414,2,1,1
Coconut (shredded 1/4 cup),Fruit,110,1.0,4.5,10.5,2.0,1.5,Snack,0,0.003,0.0,0.9090909090909092,9.545454545454549,4.090909090909091,1.818181818181818,-0.8806946826505191,-0.244513587328904,1,1,1
S'more (1 serving),Dessert,140,2.0,25.0,4.0,1.0,15.0,Snack,0,0.09,0.0,1.4285714285714286,2.857142857142857,17.857142857142858,0.7142857142857143,-0.4808730598631607,1.3914051909278244,2,1,1
Graham Cracker (1 large rectangle),Grain/Processed,60,1.0,11.0,1.5,0.5,4.0,Snack,0,0.07,0.0,1.6666666666666667,2.5,18.33333333333333,0.8333333333333334,-1.4616361729145722,0.1334158324645057,1,1,1
Marshmallow (1 large),Dessert,23,0.1,5.8,0.0,0.0,4.0,Snack,0,0.005,0.0,0.4347826086956521,0.0,25.217391304347824,0.0,-1.9849723448831116,0.0019847156953491,1,1,1
Chocolate (Hershey's bar 1 segment),Dessert,25,0.3,3.0,1.5,0.2,2.8,Snack,0,0.004,0.001,1.2,6.0,12.0,0.8,-1.927875292270008,-0.2045684454322564,1,1,1
Chicken Parm Sandwich,Meal/Processed,650,16.75,55.0,30.0,6.0,9.0,Lunch,500,1.4,0.1,2.576923076923077,4.615384615384616,8.461538461538462,0.9230769230769232,7.159615897674663,-0.0275072012033793,0,0,1
Mozzarella (1 slice),Dairy,80,6.0,1.0,6.0,0.0,0.5,Lunch,0,0.15,0.02,7.5,7.5,1.25,0.0,-0.903112056177386,-1.0225491722051845,1,1,1
Bread Roll (hoagie),Grain,200,6.0,38.0,2.0,2.0,3.0,Lunch,0,0.4,0.0,3.0,1.0,19.0,1.0,0.5620952380709638,0.7493965941529289,2,1,1
Artichoke (1 medium steamed),Vegetable,60,4.2,13.4,0.2,6.9,1.2,Dinner,0,0.112,0.0,7.000000000000001,0.3333333333333333,22.33333333333333,11.5,-0.3331736945047551,0.6041432419351471,2,1,1
Mayonnaise (1 tbsp for dipping),Condiment,90,0.1,0.1,10.0,0.0,0.1,Dinner,0,0.07,0.005,0.1111111111111111,11.11111111111111,0.1111111111111111,0.0,-1.3065822111828442,-0.749543037196114,1,1,1
Calamari (fried 3oz),Meal/Seafood,150,13.0,8.0,7.0,1.0,1.0,Dinner,0,0.6,0.22,8.666666666666668,4.666666666666667,5.333333333333334,0.6666666666666667,2.0921622757853267,-2.8444035387800706,0,1,1
Lemon Wedge (for calamari),Condiment,3,0.1,1.0,0.0,0.3,0.2,Dinner,0,0.0,0.0,3.333333333333333,0.0,33.33333333333333,10.0,-2.1610309278003803,-0.4096735153547333,1,1,1
Root Beer (1 can),Beverage,150,0.0,40.0,0.0,0.0,40.0,Snack,355,0.055,0.0,0.0,0.0,26.666666666666668,0.0,-0.3658305184495333,3.856122673320984,2,1,1
Chicken McNuggets (6 pcs),Meal/Processed,270,15.0,16.0,16.0,1.0,0.0,Lunch,0,0.5,0.04,5.555555555555555,5.925925925925927,5.925925925925927,0.3703703703703704,1.8905089813850289,-1.3512504327441663,0,1,1
BBQ Sauce (2 tbsp),Condiment,60,0.5,15.0,0.0,0.5,12.0,Lunch,0,0.35,0.0,0.8333333333333334,0.0,25.0,0.8333333333333334,-1.040286316969235,0.7998262981376725,1,1,1
Honey (1 tbsp),Condiment,64,0.1,17.3,0.0,0.0,17.2,Breakfast,0,0.001,0.0,0.15625,0.0,27.03125,0.0,-1.4573613508026224,1.388992001776976,1,1,1
Tofu Scramble,Meal/Vegetarian,250,16.75,8.0,16.0,4.0,3.0,Breakfast,250,0.3,0.0,6.7,6.4,3.2,1.6,1.710406378453979,-0.6798114632956549,2,0,1
Turmeric (1 tsp),Condiment,9,0.3,1.9,0.1,0.7,0.1,Breakfast,0,0.001,0.0,3.333333333333333,1.1111111111111112,21.11111111111111,7.777777777777778,-2.046790678444636,-0.3521155645036397,1,1,1
Nutritional Yeast (1 tbsp),Condiment,20,3.0,2.0,0.0,1.0,0.0,Breakfast,0,0.01,0.0,15.0,0.0,10.0,5.0,-1.7722465764551985,-0.4368464408437189,1,1,1
Seitan (3oz),Protein/Vegetarian,90,16.75,4.0,1.0,1.0,1.0,Dinner,0,0.3,0.0,18.61111111111111,1.1111111111111112,4.444444444444445,1.1111111111111112,-0.1086355741203795,-1.02285177896299,1,0,1
Vegetable Broth (1 cup),Beverage,15,1.0,3.0,0.0,1.0,2.0,Dinner,240,0.55,0.0,6.666666666666667,0.0,20.0,6.666666666666667,-1.2011273398092244,-0.4124697381086221,1,1,1
Mashed Cauliflower (1 cup),Vegetable,140,5.0,12.0,8.0,5.0,4.0,Dinner,0,0.4,0.025,3.571428571428571,5.714285714285714,8.571428571428571,3.571428571428571,0.6532459916757497,0.0315388474312916,2,1,1
Peanut Sauce (2 tbsp),Condiment,80,2.0,4.0,6.0,1.0,3.0,Dinner,0,0.25,0.0,2.5,7.5,5.0,1.25,-0.9588419417411717,-0.3242970727143824,1,1,1
Tempeh (3oz),Protein/Vegetarian,160,16.0,8.0,9.0,5.0,0.0,Lunch,0,0.01,0.0,10.0,5.625,5.0,3.125,0.743539616941885,-0.5055161486322782,2,1,1
Sauerkraut (1/2 cup),Vegetable,14,0.7,3.1,0.1,2.0,1.2,Lunch,0,0.468,0.0,5.0,0.7142857142857143,22.142857142857142,14.285714285714285,-1.1906940853059962,-0.307630161578674,1,1,1
Rye Crispbread (2 slices),Grain,70,2.0,14.0,0.5,3.0,0.0,Lunch,0,0.12,0.0,2.857142857142857,0.7142857142857143,20.0,4.285714285714286,-0.978016215681578,0.1703761264912715,1,1,1
Capers (1 tbsp),Condiment,2,0.2,0.4,0.1,0.3,0.1,Dinner,0,0.2,0.0,10.0,5.0,20.0,15.0,-1.913167993084934,-0.533783172930189,1,1,1
Chicken Liver (2 oz cooked),Protein/Meat,91,13.6,0.6,3.6,0.0,0.0,Dinner,0,0.05,0.32,14.945054945054943,3.956043956043956,0.6593406593406593,0.0,1.443058098612025,-3.834314326534336,1,1,1
Onion (1/2 cup raw chopped),Vegetable,32,0.9,7.5,0.1,1.4,3.8,Dinner,0,0.003,0.0,2.8125,0.3125,23.4375,4.375,-1.6664243860600156,0.1686509509179763,1,1,1
Bok Choy (1 cup steamed),Vegetable,10,1.5,2.0,0.1,1.0,1.0,Dinner,0,0.04,0.0,15.0,1.0,20.0,10.0,-1.8556023199746847,-0.3151223270810313,1,1,1
Gummy Bears (10 pcs),Snack/Dessert,100,2.0,22.0,0.0,0.0,15.0,Snack,0,0.01,0.0,2.0,0.0,22.0,0.0,-1.120508716816466,1.2951231455640215,2,1,1
Whiskey (1.5 oz shot),Beverage,105,0.0,0.1,0.0,0.0,0.1,Snack,0,0.001,0.0,0.0,0.0,0.0952380952380952,0.0,-1.8874870639511163,-0.4313355203402138,1,1,1
Dates (2 medium Medjool),Fruit,133,0.8,36.0,0.1,3.2,32.0,Snack,0,0.001,0.0,0.6015037593984963,0.075187969924812,27.06766917293233,2.4060150375939853,-0.1576262715017886,3.468898178848923,2,1,1
Tahini (1 tbsp),Condiment,89,2.6,3.2,8.0,1.4,0.1,Snack,0,0.017,0.0,2.9213483146067416,8.98876404494382,3.5955056179775284,1.5730337078651684,-1.0754680182498224,-0.4882645438332258,1,1,1
Chickpeas (1/2 cup canned),Legume,135,7.0,22.0,2.0,6.0,3.0,Lunch,0,0.25,0.0,5.185185185185185,1.4814814814814816,16.296296296296298,4.444444444444445,0.4525480776543089,0.710755298128306,2,1,1
Lettuce (Romaine 2 cups),Vegetable,16,1.0,3.0,0.3,2.0,1.0,Lunch,0,0.01,0.0,6.25,1.875,18.75,12.5,-1.73667827993769,-0.135242404726194,1,1,1
Italian Dressing (2 tbsp),Condiment,70,0.0,3.0,7.0,0.0,2.0,Lunch,0,0.3,0.0,0.0,10.0,4.285714285714286,0.0,-1.1915581403225577,-0.5104374925814266,1,1,1
Croutons (1/4 cup),Grain,50,1.5,7.0,2.0,0.5,0.5,Lunch,0,0.14,0.0,3.0,4.0,14.000000000000002,1.0,-1.471312603722743,-0.3282491535266288,1,1,1
Turkey Sausage (1 patty),Protein/Meat,70,9.0,1.0,4.0,0.0,0.5,Breakfast,0,0.28,0.035,12.857142857142856,5.714285714285714,1.4285714285714286,0.0,-0.5615466763073279,-1.2968969607070222,1,1,1
Maple Syrup (1 tbsp),Condiment,52,0.0,13.5,0.0,0.0,12.0,Breakfast,0,0.001,0.0,0.0,0.0,25.961538461538463,0.0,-1.6450011336085744,0.8721515518078518,1,1,1
Quesadilla (Cheese 1 medium),Meal/Processed,400,16.75,35.0,22.0,3.0,2.0,Lunch,250,0.7,0.05,4.1875,5.5,8.75,0.75,3.772581341931072,-0.7126848155178273,0,0,1
Sour Cream (1 tbsp),Condiment/Dairy,30,0.4,0.6,2.9,0.0,0.4,Lunch,0,0.012,0.006,1.3333333333333337,9.666666666666666,2.0,0.0,-1.8961249940991056,-0.5666281161830969,1,1,1
Salsa (2 tbsp),Condiment,10,0.5,2.0,0.0,0.5,1.0,Lunch,0,0.12,0.0,5.0,0.0,20.0,5.0,-1.8995136709425775,-0.3631348227757018,1,1,1
Red Cabbage (1 cup raw),Vegetable,22,1.1,5.2,0.1,1.6,2.8,Dinner,0,0.008,0.0,5.0,0.4545454545454546,23.63636363636364,7.272727272727273,-1.7113385368340044,0.0284582624527634,1,1,1
Duck (3oz roasted),Protein/Meat,285,16.0,0.0,24.0,0.0,0.0,Dinner,0,0.065,0.072,5.614035087719298,8.421052631578947,0.0,0.0,1.6049884095439286,-2.260399350214362,0,1,1
Orange Sauce (1/4 cup for duck),Condiment,90,0.5,22.0,0.0,0.5,20.0,Dinner,0,0.2,0.0,0.5555555555555556,0.0,24.444444444444443,0.5555555555555556,-0.8892767440806949,1.7105557182620903,2,1,1
